cat_id,ROG
1204,1
1205,1
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,1
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,0.8874
1242,0
1243,0.0115
1244,0
1245,0.6
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,1
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,1
1269,1
1270,1
1271,1
1272,1
1273,1
1274,1
1275,0.87
1276,0.9634
1277,0.87
1278,0.9634
1279,1
1280,1
1281,1
1282,1
1283,0.9652
1284,0.9652
1285,0.9652
1286,0.9652
1287,0.904
1288,0.991
1289,0.985
1290,0.991
1291,0.904
1292,0.985
1293,0.985
1294,0.985
1295,0.931
1296,0.9251
1297,1
1298,1
1299,1
1300,1
1301,1
1302,1
1303,0.6481
1304,0.9366
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,1
1314,1
1315,1
1316,0
1317,0.942
1318,0.9111
1319,1
1320,0.942
1321,0.9368
1322,1
1323,1
1324,0.9211
1325,0.942
1326,0.8966
1327,1
1328,1
1329,0
1330,0
1331,1
1332,1
1333,0.8672
1334,1
1335,0.9355
1336,1
1337,1
1338,1
1339,1
1340,1
1341,1
1342,0.879
1343,1
1344,1
1345,1
1346,1
1347,0.9256
1348,0
1349,0.9
1350,0.9371
1351,1
1352,0.8507
1353,0.9286
1354,1
1355,0.9273
1356,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,0.8889
1363,1
1364,0.9394
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,0.8737
1372,0.9167
1373,0.8333
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,0.9063
1381,1
1382,0
1383,1
1384,1
1385,1
1386,1
1387,1
1388,0.8762
1389,1
1390,1
1391,0.94
1392,1
1393,0
1394,1
1395,1
1396,1
1397,1
1398,1
1399,0.9357
1400,0.9
1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,0.939
1408,1
1409,0
1410,0
1411,0
1412,1
1413,1
1414,1
1415,0.8193
1416,1
1417,0
1418,1
1419,1
1420,1
1421,1
1422,1
1423,0.8571
1424,1
1425,1
1426,0.9002
1427,0.9383
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,1
1435,0.6986
1436,1
1437,1
1438,0.8837
1439,1
1440,0.6382
1441,0.6984
1442,0.6742
1443,0.6939
1444,0.6507
1445,0.6661
1446,0.7892
1447,0.8818
1448,0.9341
1449,0.9231
1450,0.701
1451,0.6797
1452,0.5976
1453,0.604
1454,0.6797
1455,0.9737
1456,0.9608
1457,0.5652
1458,0.8464
1459,1
1460,0.8897
1461,0.8328
1462,0.8656
1463,1
1464,0.7823
1465,0.6368
1466,1
1467,1
1468,1
1469,0.9984
1470,1
1471,0.9654
1472,0.9726
1473,0.3874
1474,0.9969
1475,0.5634
1476,0.9118
1477,1
1478,1
1479,0.4545
1480,0.782
1481,0.97
1482,0.8298
1483,0.9775
1484,0.7946
1485,0.3926
1486,0.9302
1487,1
1488,1
1489,0.5939
1490,0.4209
1491,0.7853
1492,0.2409
1493,0.8542
1494,1
1495,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,0.9956
1503,0.9431
1504,0.9989
1505,1
1506,0.994
1507,1
1508,1
1509,1
1510,1
1511,1
1512,1
1513,0.9211
1514,0.9909
1515,0.9754
1516,0.9972
1517,1
1518,0.992
1519,0.9898
1520,0.9336
1521,1
1522,0.9996
1523,0.9883
1524,1
1525,1
1526,1
1527,1
1528,1
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,1
1537,0.9772
1538,1
1539,0.9849
1540,0.9815
1541,0.9554
1542,0.9897
1543,0.9788
1544,0.467
1545,0.9988
1546,1
1547,1
1548,1
1549,1
1550,1
1551,0.5537
1552,0.0584
1553,1
1554,0.8441
1555,1
1556,0.6801
1557,0.9985
1558,1
1559,0.9775
1560,0.8994
1561,0.7235
1562,0.9281
1563,1
1564,1
1565,0.2735
1566,0.9986
1567,0.9963
1568,0.9957
1569,1
1570,1
1571,1
1572,1
1573,1
1574,0.9051
1575,0.6388
1576,0.262
1577,1
1578,0.8785
1579,0.6986
1580,0.5698
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,0.4223
1591,0.3965
1592,1
1593,1
1594,1
1595,0.0914
1596,1
1597,1
1598,1
1599,1
1600,1
1601,1
1602,1
1603,0.9676
1604,0.9684
1605,0.9679
1606,0.9673
1607,0.9663
1608,0.9375
1609,0.9474
1610,0.9457
1611,1
1612,0.9474
1613,0.9652
1614,0.9652
1615,0.9652
1616,0.9652
1617,0.9652
1618,0.733
1619,0.08
1620,0.08
1621,0.08
1622,0.08
1623,0.08
1624,0.08
1625,0.08
1626,0.08
1627,0.08
1628,0.87
1629,0.87
1630,0.87
1631,0.87
1632,0.87
1633,0.87
1634,1
1635,1
1636,1
1637,1
1638,1
1639,1
1640,0.9652
1641,0.9652
1642,0.9652
1643,0.9652
1644,0.9652
1645,0.9652
1646,0.84
1647,0.9213
1648,0.9214
1649,1
1650,1
1651,0.8571
1652,0.9167
1653,1
1654,0.8817
1655,0.8889
1656,1
1657,0.9175
1658,1
1659,1
1660,1
1661,0.8776
1662,0.9231
1663,1
1664,1
1665,1
1666,0.8824
1667,0.0889
1668,0.9224
1669,0.925
1670,1
1671,1
1672,0.8796
1673,0.0769
1674,0.6667
1675,1
1676,0.922
1677,0.9216
1678,1
1679,1
1680,1
1681,0.9573
1682,1
1683,0.89
1684,0.89
1685,0.92
1686,0.0176
1687,0.0205
1688,1
1689,1
1690,0.9663
1691,0.869
1692,0.997
1693,1
1694,0.5
1695,0.943
1696,0.97
1697,0.98
1698,0.967
1699,0.352
1700,0.892
1701,0.978
1702,0.95
1703,0.528
1704,0.255
1705,0.282
1706,0.751
1707,0.548
1708,0.903
1709,1
1710,1
1711,1
1712,1
1713,1
1714,1
1715,1
1716,1
1717,1
1718,1
1719,1
1720,1
1721,1
1722,1
1723,1
1724,0.9343
1725,0.9565
1726,0.8333
1727,0.6667
1728,0.8778
1729,1
1730,0.942
1731,0.8758
1732,1
1733,1
1734,1
1735,1
1736,1
1737,1
1738,1
1739,1
1740,1
1741,1
1742,1
1743,1
1744,1
1745,1
1746,1
1747,0.048
1748,0.048
1749,0.4223
1750,1
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,1
1760,1
1761,1
1762,1
1763,1
1764,1
1765,1
1766,1
1767,1
1768,1
1769,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,1
1787,0.9
1788,0.9
1789,0.9
1790,0.9
1791,0.9
1792,0.9
1793,0.9
1794,0.9
1795,0.9
1796,0.9
1797,0.9
1798,0.9
1799,0.9
1800,0.9
1801,0.9
1802,0.9
1803,0.9
1804,0.9
1805,0.9
1806,0.9
1807,0.9
1808,0.9
1809,0.9
1810,0.9
1811,0.9
1812,0.9
1813,0.9
1814,0.9
1815,0.9
1816,0.9
1817,0.9
1818,0.9
1819,0.9
1820,0.9
1821,0.9
1822,0.9
1823,0.9
1824,0.9
1825,0.9
1826,0.9
1827,0.9
1828,0.9
1829,0.9
1830,0.9
1831,0.9
1832,0.9
1833,0.9
1834,0.9
1835,0.9
1836,0.9
1837,0.9
1838,0.9
1839,0.9
1840,0.9
1841,0.9
1842,0.9
1843,0.9
1844,0.9
1845,0.9
1846,0.9
1847,0.9
1848,0.9
1849,0.9
1850,0.9
1851,0.9
1852,0.9
1853,0.9
1854,0.9
1855,0.9
1856,0.9
1857,0.9
1858,0.9
1859,0.9
1860,0.9
1861,0.9
1862,0.9
1863,0.9
1864,0.9
1865,0.9
1866,0.9
1867,0.9
1868,0.9
1869,0.9
1870,0.9
1871,0.9
1872,0.9
1873,0.9
1874,0.9
1875,0.9
1876,0.9
1877,0.9
1878,0.9
1879,0.9
1880,0.9
1881,0.9
1882,0.9
1883,0.9
1884,0.9
1885,0.9
1886,0.9
1887,0.9
1888,0.9
1889,1
1890,0.91
1891,0
1892,1
1893,1
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,1
1901,1
1902,1
1903,1
1904,1
1905,1
1906,1
1907,0.6986
1908,0.6986
1909,0.6986
1910,0.8745
1911,0
1912,0
1913,1
1914,0.9879
1915,0.8
1916,0.9879
1917,0.8
1918,0.9879
1919,0.8
1920,0.9879
1921,0.8
1922,0.9879
1923,0.8
1924,0.9879
1925,0.65
1926,0.9879
1927,0.6577
1928,0.9631
1929,0.8
1930,0.9879
1931,0.8
1932,0.9879
1933,0.8
1934,0.8874
1935,0.6
1936,0.8689
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,1
1944,1
1945,1
1946,1
1947,1
1948,1
1949,1
1950,1
1951,1
1952,1
1953,1
1954,1
1955,1
1956,1
1957,1
1958,1
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,1
1969,1
1970,1
1971,1
1972,1
1973,1
1974,1
1975,1
1976,1
1977,1
1978,1
1979,1
1980,1
1981,1
1982,1
1983,1
1984,1
1985,1
1986,1
1987,1
1988,1
1989,1
1990,1
1991,1
1992,1
1993,1
1994,1
1995,0.9
1996,0.9
1997,0.9
1998,0.9
1999,0.9
2000,0.9
2001,0.9
2002,0.9
2003,0.9
2004,0.9
2005,0.9
2006,0.9
2007,0.9
2008,0.9
2009,0.9
2010,0.9
2011,0.9
2012,0.9
2013,0.9
2014,0.9
2015,0.9
2016,0.9
2017,0.9
2018,0.9
2019,0.9
2020,0.9
2021,0.9
2022,0.9
2023,0.9
2024,0.9
2025,0.9
2026,0.9
2027,0.9
2028,0.9
2029,0.9
2030,0.9
2031,0.9
2032,0.9
2033,0.9
2034,0.9
2035,1
2036,1
2037,1
2038,1
2039,1
2040,1
2041,1
2042,1
2043,1
2044,1
2045,1
2046,1
2047,1
2048,1
2049,1
2050,1
2051,1
2052,1
2053,1
2054,1
2055,1
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2062,1
2063,1
2064,1
2065,1
2066,1
2067,1
2068,1
2069,1
2070,1
2071,1
2072,1
2073,1
2074,1
2075,1
2076,1
2077,1
2078,1
2079,1
2080,1
2081,1
2082,1
2083,1
2084,1
2085,1
2086,1
2087,1
2088,1
2089,1
2090,1
2091,1
2092,1
2093,1
2094,1
2095,1
2096,1
2097,1
2098,1
2099,1
2100,1
2101,1
2102,1
2103,1
2104,1
2105,1
2106,1
2107,1
2108,1
2109,1
2110,1
2111,1
2112,1
2113,1
2114,1
2115,1
2116,1
2117,1
2118,1
2119,1
2120,1
2121,1
2122,1
2123,1
2124,1
2125,1
2126,1
2127,1
2128,1
2129,1
2130,1
2131,1
2132,1
2133,1
2134,1
2135,1
2136,1
2137,1
2138,1
2139,1
2140,1
2141,1
2142,1
2143,1
2144,1
2145,1
2146,1
2147,1
2148,1
2149,1
2150,1
2151,1
2152,1
2153,1
2154,1
2155,1
2156,1
2157,1
2158,1
2159,1
2160,1
2161,1
2162,1
2163,1
2164,1
2165,1
2166,1
2167,1
2168,1
2169,1
2170,1
2171,1
2172,1
2173,1
2174,1
2175,1
2176,1
2177,1
2178,1
2179,1
2180,1
2181,1
2182,1
2183,1
2184,1
2185,1
2186,1
2187,1
2188,1
2189,1
2190,1
2191,1
2192,1
2193,1
2194,1
2195,1
2196,1
2197,1
2198,1
2199,1
2200,1
2201,1
2202,1
2203,1
2204,1
2205,1
2206,1
2207,1
2208,1
2209,1
2210,1
2211,1
2212,1
2213,1
2214,1
2215,1
2216,1
2217,1
2218,1
2219,1
2220,1
2221,0.6986
2222,0.6986
2223,0.6986
2224,1
2225,1
2226,1
2227,1
2228,1
2229,1
2230,1
2231,1
2232,1
2233,1
2234,1
2235,1
2236,1
2237,1
2238,1
2239,1
2240,1
2241,1
2242,1
2243,1
2244,1
2245,1
2246,1
2247,1
2248,1
2249,1
2250,1
2251,1
2252,1
2253,1
2254,1
2255,1
2256,1
2257,1
2258,1
2259,1
2260,1
2261,1
2262,1
2263,1
2264,1
2265,1
2266,1
2267,1
2268,1
2269,1
2270,1
2271,1
2272,1
2273,1
2274,1
2275,1
2276,1
2277,1
2278,1
2279,1
2280,1
2281,1
2282,1
2283,1
2284,1
2285,1
2286,1
2287,1
2288,1
2289,1
2290,1
2291,1
2292,1
2293,1
2294,1
2295,1
2296,1
2297,1
2298,1
2299,1
2300,1
2301,1
2302,1
2303,1
2304,1
2305,1
2306,1
2307,1
2308,1
2309,1
2310,1
2311,1
2312,1
2313,1
2314,1
2315,1
2316,1
2317,1
2318,1
2319,1
2320,1
2321,1
2322,1
2323,1
2324,1
2325,1
2326,1
2327,1
2328,1
2329,1
2330,1
2331,1
2332,1
2333,1
2334,1
2335,1
2336,1
2337,1
2338,1
2339,1
2340,1
2341,1
2342,1
2343,1
2344,1
2345,1
2346,1
2347,1
2348,1
2349,1
2350,1
2351,1
2352,1
2353,1
2354,1
2355,1
2356,1
2357,1
2358,1
2359,1
2360,1
2361,1
2362,1
2363,1
2364,1
2365,1
2366,1
2367,1
2368,1
2369,1
2370,1
2371,1
2372,1
2373,1
2374,1
2375,1
2376,1
2377,1
2378,1
2379,1
2380,1
2381,1
2382,1
2383,1
2384,1
2385,1
2386,1
2387,1
2388,1
2389,1
2390,1
2391,1
2392,1
2393,1
2394,1
2395,1
2396,1
2397,1
2398,1
2399,1
2400,1
2401,1
2402,1
2403,1
2404,1
2405,1
2406,1
2407,1
2408,1
2409,1
2410,1
2411,1
2412,1
2413,1
2414,1
2415,1
2416,1
2417,1
2418,1
2419,1
2420,1
2421,1
2422,1
2423,1
2424,1
2425,1
2426,1
2427,1
2428,1
2429,1
2430,1
2431,1
2432,1
2433,1
2434,1
2435,1
2436,1
2437,1
2438,1
2439,1
2440,1
2441,1
2442,1
2443,1
2444,1
2445,1
2446,1
2447,1
2448,1
2449,1
2450,1
2451,1
2452,1
2453,1
2454,1
2455,1
2456,1
2457,1
2458,1
2459,1
2460,1
2461,1
2462,1
2463,1
2464,1
2465,1
2466,1
2467,1
2468,1
2469,1
2470,1
2471,1
2472,1
2473,1
2474,1
2475,1
2476,1
2477,1
2478,1
2479,1
2480,1
2481,1
2482,1
2483,1
2484,1
2485,1
2486,1
2487,1
2488,1
2489,1
2490,1
2491,1
2492,1
2493,1
2494,1
2495,1
2496,1
2497,1
2498,1
2499,1
2500,1